dataset,model,device,chosen_nc_score,covratio,alpha,structuring_element,se_params,random_seed
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},1997
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},1997
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},1998
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},1998
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},1998
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},1998
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},1998
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},1998
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},1999
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},1999
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},1999
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},1999
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},1999
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},1999
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2000
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2000
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2000
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2000
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2000
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2000
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2001
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2001
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2001
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2001
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2001
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2001
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2002
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2002
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2002
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2002
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2002
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2002
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2003
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2003
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2003
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2003
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2003
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2003
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2004
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2004
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2004
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2004
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2004
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2004
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2005
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2005
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2005
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2005
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2005
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2005
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2006
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2006
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2006
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2006
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2006
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2006
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2007
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2007
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2007
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2007
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2007
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2007
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2008
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2008
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2008
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2008
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2008
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2008
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2009
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2009
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2009
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2009
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2009
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2009
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2010
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2010
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2010
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2010
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2010
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2010
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2011
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2011
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2011
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2011
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2011
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2011
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2012
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2012
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2012
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2012
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2012
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2012
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2013
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2013
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2013
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2013
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2013
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2013
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2014
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2014
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2014
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2014
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2014
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2014
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2015
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2015
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2015
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2015
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2015
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2015
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2016
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2016
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2016
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2016
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2016
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2016
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2017
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2017
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2017
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2017
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2017
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2017
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2018
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2018
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2018
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2018
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2018
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2018
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2019
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2019
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2019
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2019
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2019
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2019
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2020
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2020
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2020
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2020
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2020
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2020
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2021
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2021
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2021
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2021
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2021
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2021
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2022
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2022
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2022
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2022
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2022
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2022
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2023
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2023
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2023
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2023
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2023
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2023
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2024
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2024
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2024
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2024
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2024
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2024
